sample_id,Arrival_Time,Creation_Time,x,y,z,User,Model,Device,gt
20.0,1420000000000.0,1.42e+18,0.009475708,-0.009170532,-0.010559082,a,nexus4,nexus4_1,stand
21.0,1420000000000.0,1.42e+18,0.009475708,-0.010238647,-0.011627197,a,nexus4,nexus4_1,stand
22.0,1420000000000.0,1.42e+18,0.006271362,-0.013442993,-0.009490967,a,nexus4,nexus4_1,stand
23.0,1420000000000.0,1.42e+18,0.005203247,-0.016647339,-0.011627197,a,nexus4,nexus4_1,stand
24.0,1420000000000.0,1.42e+18,0.003067017,-0.017715454,-0.011627197,a,nexus4,nexus4_1,stand
25.0,1420000000000.0,1.42e+18,0.001998901,-0.016647339,-0.014831543,a,nexus4,nexus4_1,stand
26.0,1420000000000.0,1.42e+18,0.001998901,-0.01878357,-0.012695313,a,nexus4,nexus4_1,stand
27.0,1420000000000.0,1.42e+18,0.000930786,-0.015579224,-0.014831543,a,nexus4,nexus4_1,stand
28.0,1420000000000.0,1.42e+18,0.001998901,-0.015579224,-0.015899658,a,nexus4,nexus4_1,stand
29.0,1420000000000.0,1.42e+18,0.003067017,-0.013442993,-0.015899658,a,nexus4,nexus4_1,stand
30.0,1420000000000.0,1.42e+18,0.004135132,-0.008102417,-0.015899658,a,nexus4,nexus4_1,stand
31.0,1420000000000.0,1.42e+18,0.006271362,-0.007034302,-0.014831543,a,nexus4,nexus4_1,stand
32.0,1420000000000.0,1.42e+18,0.007339478,-0.004898071,-0.011627197,a,nexus4,nexus4_1,stand
33.0,1420000000000.0,1.42e+18,0.010543823,-0.005966187,-0.012695313,a,nexus4,nexus4_1,stand
34.0,1420000000000.0,1.42e+18,0.008407593,-0.007034302,-0.010559082,a,nexus4,nexus4_1,stand
35.0,1420000000000.0,1.42e+18,0.008407593,-0.007034302,-0.007354736,a,nexus4,nexus4_1,stand
36.0,1420000000000.0,1.42e+18,0.008407593,-0.008102417,-0.008422852,a,nexus4,nexus4_1,stand
37.0,1420000000000.0,1.42e+18,0.010543823,-0.008102417,-0.004150391,a,nexus4,nexus4_1,stand
38.0,1420000000000.0,1.42e+18,0.007339478,-0.011306763,-0.004150391,a,nexus4,nexus4_1,stand
39.0,1420000000000.0,1.42e+18,0.005203247,-0.010238647,-0.005218506,a,nexus4,nexus4_1,stand
40.0,1420000000000.0,1.42e+18,0.003067017,-0.010238647,0.001190186,a,nexus4,nexus4_1,stand
41.0,1420000000000.0,1.42e+18,-0.000137329,-0.009170532,-0.000946045,a,nexus4,nexus4_1,stand
42.0,1420000000000.0,1.42e+18,-0.000137329,-0.013442993,0.002258301,a,nexus4,nexus4_1,stand
43.0,1420000000000.0,1.42e+18,-0.00227356,-0.014511108,0.003326416,a,nexus4,nexus4_1,stand
44.0,1420000000000.0,1.42e+18,-0.005477905,-0.013442993,0.008666992,a,nexus4,nexus4_1,stand
45.0,1420000000000.0,1.42e+18,-0.005477905,-0.014511108,0.010803223,a,nexus4,nexus4_1,stand
46.0,1420000000000.0,1.42e+18,-0.007614136,-0.014511108,0.016143799,a,nexus4,nexus4_1,stand
47.0,1420000000000.0,1.42e+18,-0.007614136,-0.014511108,0.02255249,a,nexus4,nexus4_1,stand
49.0,1420000000000.0,1.42e+18,-0.015090942,-0.011306763,0.033233643,a,nexus4,nexus4_1,stand
48.0,1420000000000.0,1.42e+18,-0.011886597,-0.013442993,0.027893066,a,nexus4,nexus4_1,stand
50.0,1420000000000.0,1.42e+18,-0.018295288,-0.010238647,0.035369873,a,nexus4,nexus4_1,stand
51.0,1420000000000.0,1.42e+18,-0.020431519,-0.010238647,0.039642334,a,nexus4,nexus4_1,stand
52.0,1420000000000.0,1.42e+18,-0.02470398,-0.010238647,0.041778564,a,nexus4,nexus4_1,stand
53.0,1420000000000.0,1.42e+18,-0.027908325,-0.010238647,0.04711914,a,nexus4,nexus4_1,stand
54.0,1420000000000.0,1.42e+18,-0.02897644,-0.008102417,0.048187256,a,nexus4,nexus4_1,stand
55.0,1420000000000.0,1.42e+18,-0.03111267,-0.008102417,0.050323486,a,nexus4,nexus4_1,stand
56.0,1420000000000.0,1.42e+18,-0.0332489,-0.007034302,0.052459717,a,nexus4,nexus4_1,stand
57.0,1420000000000.0,1.42e+18,-0.0332489,-0.004898071,0.052459717,a,nexus4,nexus4_1,stand
58.0,1420000000000.0,1.42e+18,-0.034317017,-0.001693726,0.057800293,a,nexus4,nexus4_1,stand
59.0,1420000000000.0,1.42e+18,-0.034317017,0.000442505,0.05886841,a,nexus4,nexus4_1,stand
60.0,1420000000000.0,1.42e+18,-0.0332489,0.00151062,0.062072754,a,nexus4,nexus4_1,stand
61.0,1420000000000.0,1.42e+18,-0.03538513,0.003646851,0.066345215,a,nexus4,nexus4_1,stand
62.0,1420000000000.0,1.42e+18,-0.0332489,0.003646851,0.06954956,a,nexus4,nexus4_1,stand
63.0,1420000000000.0,1.42e+18,-0.0332489,0.004714966,0.068481445,a,nexus4,nexus4_1,stand
64.0,1420000000000.0,1.42e+18,-0.034317017,0.003646851,0.07168579,a,nexus4,nexus4_1,stand
65.0,1420000000000.0,1.42e+18,-0.03538513,0.005783081,0.070617676,a,nexus4,nexus4_1,stand
66.0,1420000000000.0,1.42e+18,-0.036453247,0.003646851,0.06954956,a,nexus4,nexus4_1,stand
67.0,1420000000000.0,1.42e+18,-0.038589478,0.004714966,0.070617676,a,nexus4,nexus4_1,stand
68.0,1420000000000.0,1.42e+18,-0.040725708,0.003646851,0.068481445,a,nexus4,nexus4_1,stand
69.0,1420000000000.0,1.42e+18,-0.040725708,0.00151062,0.068481445,a,nexus4,nexus4_1,stand
70.0,1420000000000.0,1.42e+18,-0.039657593,0.000442505,0.06954956,a,nexus4,nexus4_1,stand
71.0,1420000000000.0,1.42e+18,-0.040725708,-0.001693726,0.068481445,a,nexus4,nexus4_1,stand
72.0,1420000000000.0,1.42e+18,-0.039657593,-0.002761841,0.068481445,a,nexus4,nexus4_1,stand
73.0,1420000000000.0,1.42e+18,-0.040725708,-0.005966187,0.06954956,a,nexus4,nexus4_1,stand
74.0,1420000000000.0,1.42e+18,-0.039657593,-0.010238647,0.070617676,a,nexus4,nexus4_1,stand
75.0,1420000000000.0,1.42e+18,-0.040725708,-0.010238647,0.072753906,a,nexus4,nexus4_1,stand
76.0,1420000000000.0,1.42e+18,-0.038589478,-0.014511108,0.07382202,a,nexus4,nexus4_1,stand
77.0,1420000000000.0,1.42e+18,-0.039657593,-0.014511108,0.07382202,a,nexus4,nexus4_1,stand
79.0,1420000000000.0,1.42e+18,-0.041793823,-0.01878357,0.07595825,a,nexus4,nexus4_1,stand
78.0,1420000000000.0,1.42e+18,-0.040725708,-0.016647339,0.072753906,a,nexus4,nexus4_1,stand
80.0,1420000000000.0,1.42e+18,-0.043930054,-0.0209198,0.08023071,a,nexus4,nexus4_1,stand
81.0,1420000000000.0,1.42e+18,-0.04499817,-0.021987915,0.08129883,a,nexus4,nexus4_1,stand
82.0,1420000000000.0,1.42e+18,-0.046066284,-0.021987915,0.08343506,a,nexus4,nexus4_1,stand
83.0,1420000000000.0,1.42e+18,-0.04499817,-0.0209198,0.08236694,a,nexus4,nexus4_1,stand
84.0,1420000000000.0,1.42e+18,-0.04499817,-0.019851685,0.084503174,a,nexus4,nexus4_1,stand
85.0,1420000000000.0,1.42e+18,-0.04499817,-0.01878357,0.08770752,a,nexus4,nexus4_1,stand
86.0,1420000000000.0,1.42e+18,-0.043930054,-0.01878357,0.088775635,a,nexus4,nexus4_1,stand
87.0,1420000000000.0,1.42e+18,-0.04499817,-0.017715454,0.08770752,a,nexus4,nexus4_1,stand
88.0,1420000000000.0,1.42e+18,-0.0471344,-0.016647339,0.090911865,a,nexus4,nexus4_1,stand
89.0,1420000000000.0,1.42e+18,-0.0471344,-0.016647339,0.08984375,a,nexus4,nexus4_1,stand
90.0,1420000000000.0,1.42e+18,-0.0471344,-0.014511108,0.093048096,a,nexus4,nexus4_1,stand
91.0,1420000000000.0,1.42e+18,-0.046066284,-0.012374878,0.093048096,a,nexus4,nexus4_1,stand
92.0,1420000000000.0,1.42e+18,-0.0471344,-0.010238647,0.09411621,a,nexus4,nexus4_1,stand
93.0,1420000000000.0,1.42e+18,-0.04499817,-0.008102417,0.09625244,a,nexus4,nexus4_1,stand
94.0,1420000000000.0,1.42e+18,-0.046066284,-0.005966187,0.09625244,a,nexus4,nexus4_1,stand
95.0,1420000000000.0,1.42e+18,-0.046066284,-0.005966187,0.09732056,a,nexus4,nexus4_1,stand
96.0,1420000000000.0,1.42e+18,-0.046066284,-0.012374878,0.09838867,a,nexus4,nexus4_1,stand
97.0,1420000000000.0,1.42e+18,-0.0471344,-0.012374878,0.09625244,a,nexus4,nexus4_1,stand
98.0,1420000000000.0,1.42e+18,-0.046066284,-0.014511108,0.095184326,a,nexus4,nexus4_1,stand
99.0,1420000000000.0,1.42e+18,-0.0471344,-0.013442993,0.095184326,a,nexus4,nexus4_1,stand
100.0,1420000000000.0,1.42e+18,-0.048202515,-0.011306763,0.08984375,a,nexus4,nexus4_1,stand
101.0,1420000000000.0,1.42e+18,-0.050338745,-0.009170532,0.090911865,a,nexus4,nexus4_1,stand
102.0,1420000000000.0,1.42e+18,-0.04927063,-0.008102417,0.08770752,a,nexus4,nexus4_1,stand
103.0,1420000000000.0,1.42e+18,-0.050338745,-0.007034302,0.086639404,a,nexus4,nexus4_1,stand
104.0,1420000000000.0,1.42e+18,-0.050338745,-0.004898071,0.08770752,a,nexus4,nexus4_1,stand
105.0,1420000000000.0,1.42e+18,-0.04927063,-0.005966187,0.09197998,a,nexus4,nexus4_1,stand
106.0,1420000000000.0,1.42e+18,-0.04927063,-0.004898071,0.09411621,a,nexus4,nexus4_1,stand
107.0,1420000000000.0,1.42e+18,-0.04927063,-0.005966187,0.09625244,a,nexus4,nexus4_1,stand
108.0,1420000000000.0,1.42e+18,-0.04927063,-0.008102417,0.09945679,a,nexus4,nexus4_1,stand
109.0,1420000000000.0,1.42e+18,-0.050338745,-0.010238647,0.10159302,a,nexus4,nexus4_1,stand
110.0,1420000000000.0,1.42e+18,-0.04927063,-0.009170532,0.1005249,a,nexus4,nexus4_1,stand
111.0,1420000000000.0,1.42e+18,-0.05140686,-0.010238647,0.1005249,a,nexus4,nexus4_1,stand
112.0,1420000000000.0,1.42e+18,-0.052474976,-0.008102417,0.09838867,a,nexus4,nexus4_1,stand
113.0,1420000000000.0,1.42e+18,-0.052474976,-0.007034302,0.09945679,a,nexus4,nexus4_1,stand
114.0,1420000000000.0,1.42e+18,-0.05140686,-0.007034302,0.095184326,a,nexus4,nexus4_1,stand
115.0,1420000000000.0,1.42e+18,-0.05140686,-0.005966187,0.09945679,a,nexus4,nexus4_1,stand
116.0,1420000000000.0,1.42e+18,-0.04927063,-0.005966187,0.09838867,a,nexus4,nexus4_1,stand
117.0,1420000000000.0,1.42e+18,-0.050338745,-0.005966187,0.09625244,a,nexus4,nexus4_1,stand
118.0,1420000000000.0,1.42e+18,-0.0471344,-0.002761841,0.093048096,a,nexus4,nexus4_1,stand
119.0,1420000000000.0,1.42e+18,-0.0471344,-0.005966187,0.09625244,a,nexus4,nexus4_1,stand
120.0,1420000000000.0,1.42e+18,-0.0471344,-0.010238647,0.095184326,a,nexus4,nexus4_1,stand
121.0,1420000000000.0,1.42e+18,-0.046066284,-0.012374878,0.09197998,a,nexus4,nexus4_1,stand
122.0,1420000000000.0,1.42e+18,-0.046066284,-0.014511108,0.086639404,a,nexus4,nexus4_1,stand
123.0,1420000000000.0,1.42e+18,-0.04499817,-0.016647339,0.08770752,a,nexus4,nexus4_1,stand
124.0,1420000000000.0,1.42e+18,-0.046066284,-0.0209198,0.086639404,a,nexus4,nexus4_1,stand
125.0,1420000000000.0,1.42e+18,-0.046066284,-0.02519226,0.08343506,a,nexus4,nexus4_1,stand
126.0,1420000000000.0,1.42e+18,-0.0471344,-0.02519226,0.08343506,a,nexus4,nexus4_1,stand
127.0,1420000000000.0,1.42e+18,-0.046066284,-0.027328491,0.07809448,a,nexus4,nexus4_1,stand
128.0,1420000000000.0,1.42e+18,-0.046066284,-0.027328491,0.07489014,a,nexus4,nexus4_1,stand
129.0,1420000000000.0,1.42e+18,-0.043930054,-0.027328491,0.07595825,a,nexus4,nexus4_1,stand
130.0,1420000000000.0,1.42e+18,-0.041793823,-0.02519226,0.07702637,a,nexus4,nexus4_1,stand
131.0,1420000000000.0,1.42e+18,-0.040725708,-0.024124146,0.07702637,a,nexus4,nexus4_1,stand
132.0,1420000000000.0,1.42e+18,-0.037521362,-0.02305603,0.07809448,a,nexus4,nexus4_1,stand
133.0,1420000000000.0,1.42e+18,-0.036453247,-0.0209198,0.07382202,a,nexus4,nexus4_1,stand
134.0,1420000000000.0,1.42e+18,-0.0332489,-0.017715454,0.07809448,a,nexus4,nexus4_1,stand
135.0,1420000000000.0,1.42e+18,-0.032180786,-0.014511108,0.07595825,a,nexus4,nexus4_1,stand
136.0,1420000000000.0,1.42e+18,-0.030044556,-0.014511108,0.07382202,a,nexus4,nexus4_1,stand
137.0,1420000000000.0,1.42e+18,-0.030044556,-0.013442993,0.07382202,a,nexus4,nexus4_1,stand
138.0,1420000000000.0,1.42e+18,-0.027908325,-0.012374878,0.07595825,a,nexus4,nexus4_1,stand
139.0,1420000000000.0,1.42e+18,-0.027908325,-0.012374878,0.06954956,a,nexus4,nexus4_1,stand
140.0,1420000000000.0,1.42e+18,-0.02470398,-0.012374878,0.06954956,a,nexus4,nexus4_1,stand
141.0,1420000000000.0,1.42e+18,-0.02470398,-0.012374878,0.0652771,a,nexus4,nexus4_1,stand
142.0,1420000000000.0,1.42e+18,-0.02470398,-0.012374878,0.0652771,a,nexus4,nexus4_1,stand
143.0,1420000000000.0,1.42e+18,-0.023635864,-0.012374878,0.062072754,a,nexus4,nexus4_1,stand
144.0,1420000000000.0,1.42e+18,-0.023635864,-0.014511108,0.057800293,a,nexus4,nexus4_1,stand
145.0,1420000000000.0,1.42e+18,-0.02470398,-0.014511108,0.06100464,a,nexus4,nexus4_1,stand
146.0,1420000000000.0,1.42e+18,-0.022567749,-0.015579224,0.055664063,a,nexus4,nexus4_1,stand
147.0,1420000000000.0,1.42e+18,-0.023635864,-0.015579224,0.057800293,a,nexus4,nexus4_1,stand
148.0,1420000000000.0,1.42e+18,-0.021499634,-0.012374878,0.056732178,a,nexus4,nexus4_1,stand
149.0,1420000000000.0,1.42e+18,-0.022567749,-0.012374878,0.055664063,a,nexus4,nexus4_1,stand
150.0,1420000000000.0,1.42e+18,-0.020431519,-0.011306763,0.054595947,a,nexus4,nexus4_1,stand
151.0,1420000000000.0,1.42e+18,-0.018295288,-0.012374878,0.052459717,a,nexus4,nexus4_1,stand
152.0,1420000000000.0,1.42e+18,-0.016159058,-0.010238647,0.0513916,a,nexus4,nexus4_1,stand
153.0,1420000000000.0,1.42e+18,-0.016159058,-0.008102417,0.0513916,a,nexus4,nexus4_1,stand
154.0,1420000000000.0,1.42e+18,-0.014022827,-0.005966187,0.050323486,a,nexus4,nexus4_1,stand
155.0,1420000000000.0,1.42e+18,-0.014022827,-0.005966187,0.0513916,a,nexus4,nexus4_1,stand
156.0,1420000000000.0,1.42e+18,-0.011886597,-0.002761841,0.048187256,a,nexus4,nexus4_1,stand
157.0,1420000000000.0,1.42e+18,-0.010818481,-0.004898071,0.04925537,a,nexus4,nexus4_1,stand
158.0,1420000000000.0,1.42e+18,-0.012954712,-0.003829956,0.043914795,a,nexus4,nexus4_1,stand
159.0,1420000000000.0,1.42e+18,-0.011886597,-0.003829956,0.043914795,a,nexus4,nexus4_1,stand
160.0,1420000000000.0,1.42e+18,-0.010818481,-0.005966187,0.04498291,a,nexus4,nexus4_1,stand
161.0,1420000000000.0,1.42e+18,-0.010818481,-0.004898071,0.043914795,a,nexus4,nexus4_1,stand
162.0,1420000000000.0,1.42e+18,-0.011886597,-0.004898071,0.043914795,a,nexus4,nexus4_1,stand
163.0,1420000000000.0,1.42e+18,-0.010818481,-0.009170532,0.039642334,a,nexus4,nexus4_1,stand
164.0,1420000000000.0,1.42e+18,-0.010818481,-0.009170532,0.04284668,a,nexus4,nexus4_1,stand
165.0,1420000000000.0,1.42e+18,-0.009750366,-0.009170532,0.03643799,a,nexus4,nexus4_1,stand
166.0,1420000000000.0,1.42e+18,-0.009750366,-0.009170532,0.03857422,a,nexus4,nexus4_1,stand
167.0,1420000000000.0,1.42e+18,-0.008682251,-0.011306763,0.03643799,a,nexus4,nexus4_1,stand
168.0,1420000000000.0,1.42e+18,-0.007614136,-0.009170532,0.03643799,a,nexus4,nexus4_1,stand
169.0,1420000000000.0,1.42e+18,-0.005477905,-0.010238647,0.03857422,a,nexus4,nexus4_1,stand
170.0,1420000000000.0,1.42e+18,-0.00440979,-0.011306763,0.035369873,a,nexus4,nexus4_1,stand
171.0,1420000000000.0,1.42e+18,-0.00227356,-0.009170532,0.03643799,a,nexus4,nexus4_1,stand
172.0,1420000000000.0,1.42e+18,0.001998901,-0.008102417,0.031097412,a,nexus4,nexus4_1,stand
173.0,1420000000000.0,1.42e+18,0.003067017,-0.010238647,0.02255249,a,nexus4,nexus4_1,stand
174.0,1420000000000.0,1.42e+18,0.000930786,-0.007034302,0.021484375,a,nexus4,nexus4_1,stand
175.0,1420000000000.0,1.42e+18,0.003067017,-0.009170532,0.019348145,a,nexus4,nexus4_1,stand
176.0,1420000000000.0,1.42e+18,0.003067017,-0.005966187,0.019348145,a,nexus4,nexus4_1,stand
177.0,1420000000000.0,1.42e+18,0.004135132,-0.007034302,0.017211914,a,nexus4,nexus4_1,stand
178.0,1420000000000.0,1.42e+18,0.006271362,-0.004898071,0.008666992,a,nexus4,nexus4_1,stand
179.0,1420000000000.0,1.42e+18,0.008407593,-0.003829956,0.008666992,a,nexus4,nexus4_1,stand
180.0,1420000000000.0,1.42e+18,0.011611939,-0.002761841,0.008666992,a,nexus4,nexus4_1,stand
181.0,1420000000000.0,1.42e+18,0.013748169,-0.001693726,0.004394531,a,nexus4,nexus4_1,stand
182.0,1420000000000.0,1.42e+18,0.014816284,-0.004898071,0.004394531,a,nexus4,nexus4_1,stand
183.0,1420000000000.0,1.42e+18,0.016952515,-0.004898071,0.001190186,a,nexus4,nexus4_1,stand
184.0,1420000000000.0,1.42e+18,0.021224976,-0.005966187,-0.004150391,a,nexus4,nexus4_1,stand
185.0,1420000000000.0,1.42e+18,0.021224976,-0.008102417,-0.004150391,a,nexus4,nexus4_1,stand
186.0,1420000000000.0,1.42e+18,0.024429321,-0.005966187,-0.005218506,a,nexus4,nexus4_1,stand
187.0,1420000000000.0,1.42e+18,0.025497437,-0.008102417,-0.009490967,a,nexus4,nexus4_1,stand
188.0,1420000000000.0,1.42e+18,0.027633667,-0.007034302,-0.012695313,a,nexus4,nexus4_1,stand
189.0,1420000000000.0,1.42e+18,0.028701782,-0.007034302,-0.015899658,a,nexus4,nexus4_1,stand
190.0,1420000000000.0,1.42e+18,0.029769897,-0.007034302,-0.014831543,a,nexus4,nexus4_1,stand
191.0,1420000000000.0,1.42e+18,0.030838013,-0.008102417,-0.019104004,a,nexus4,nexus4_1,stand
192.0,1420000000000.0,1.42e+18,0.031906128,-0.010238647,-0.019104004,a,nexus4,nexus4_1,stand
193.0,1420000000000.0,1.42e+18,0.03404236,-0.008102417,-0.021240234,a,nexus4,nexus4_1,stand
194.0,1420000000000.0,1.42e+18,0.032974243,-0.009170532,-0.023376465,a,nexus4,nexus4_1,stand
195.0,1420000000000.0,1.42e+18,0.035110474,-0.007034302,-0.025512695,a,nexus4,nexus4_1,stand
196.0,1420000000000.0,1.42e+18,0.03404236,-0.005966187,-0.02658081,a,nexus4,nexus4_1,stand
197.0,1420000000000.0,1.42e+18,0.03617859,-0.005966187,-0.02658081,a,nexus4,nexus4_1,stand
198.0,1420000000000.0,1.42e+18,0.03617859,-0.004898071,-0.027648926,a,nexus4,nexus4_1,stand
199.0,1420000000000.0,1.42e+18,0.03617859,-0.003829956,-0.027648926,a,nexus4,nexus4_1,stand
200.0,1420000000000.0,1.42e+18,0.03831482,-0.003829956,-0.02658081,a,nexus4,nexus4_1,stand
201.0,1420000000000.0,1.42e+18,0.037246704,-0.004898071,-0.025512695,a,nexus4,nexus4_1,stand
202.0,1420000000000.0,1.42e+18,0.03831482,-0.002761841,-0.02658081,a,nexus4,nexus4_1,stand
203.0,1420000000000.0,1.42e+18,0.039382935,-0.001693726,-0.028717041,a,nexus4,nexus4_1,stand
204.0,1420000000000.0,1.42e+18,0.039382935,-0.00062561,-0.02230835,a,nexus4,nexus4_1,stand
205.0,1420000000000.0,1.42e+18,0.039382935,0.00151062,-0.030853271,a,nexus4,nexus4_1,stand
206.0,1420000000000.0,1.42e+18,0.04045105,0.002578735,-0.02658081,a,nexus4,nexus4_1,stand
207.0,1420000000000.0,1.42e+18,0.039382935,0.003646851,-0.029785156,a,nexus4,nexus4_1,stand
208.0,1420000000000.0,1.42e+18,0.039382935,0.003646851,-0.029785156,a,nexus4,nexus4_1,stand
209.0,1420000000000.0,1.42e+18,0.04045105,0.004714966,-0.030853271,a,nexus4,nexus4_1,stand
210.0,1420000000000.0,1.42e+18,0.039382935,0.006851196,-0.031921387,a,nexus4,nexus4_1,stand
211.0,1420000000000.0,1.42e+18,0.04045105,0.008987427,-0.030853271,a,nexus4,nexus4_1,stand
212.0,1420000000000.0,1.42e+18,0.039382935,0.007919312,-0.029785156,a,nexus4,nexus4_1,stand
213.0,1420000000000.0,1.42e+18,0.04045105,0.010055542,-0.032989502,a,nexus4,nexus4_1,stand
214.0,1420000000000.0,1.42e+18,0.039382935,0.011123657,-0.031921387,a,nexus4,nexus4_1,stand
216.0,1420000000000.0,1.42e+18,0.039382935,0.013259888,-0.032989502,a,nexus4,nexus4_1,stand
215.0,1420000000000.0,1.42e+18,0.039382935,0.012191772,-0.029785156,a,nexus4,nexus4_1,stand
217.0,1420000000000.0,1.42e+18,0.03831482,0.014328003,-0.029785156,a,nexus4,nexus4_1,stand
218.0,1420000000000.0,1.42e+18,0.037246704,0.014328003,-0.030853271,a,nexus4,nexus4_1,stand
219.0,1420000000000.0,1.42e+18,0.03617859,0.014328003,-0.032989502,a,nexus4,nexus4_1,stand
220.0,1420000000000.0,1.42e+18,0.037246704,0.013259888,-0.034057617,a,nexus4,nexus4_1,stand
221.0,1420000000000.0,1.42e+18,0.03617859,0.016464233,-0.035125732,a,nexus4,nexus4_1,stand
222.0,1420000000000.0,1.42e+18,0.037246704,0.015396118,-0.038330078,a,nexus4,nexus4_1,stand
223.0,1420000000000.0,1.42e+18,0.039382935,0.014328003,-0.038330078,a,nexus4,nexus4_1,stand
225.0,1420000000000.0,1.42e+18,0.041519165,0.011123657,-0.038330078,a,nexus4,nexus4_1,stand
224.0,1420000000000.0,1.42e+18,0.039382935,0.013259888,-0.037261963,a,nexus4,nexus4_1,stand
226.0,1420000000000.0,1.42e+18,0.04258728,0.012191772,-0.04046631,a,nexus4,nexus4_1,stand
227.0,1420000000000.0,1.42e+18,0.043655396,0.010055542,-0.038330078,a,nexus4,nexus4_1,stand
228.0,1420000000000.0,1.42e+18,0.04472351,0.008987427,-0.039398193,a,nexus4,nexus4_1,stand
229.0,1420000000000.0,1.42e+18,0.04472351,0.004714966,-0.039398193,a,nexus4,nexus4_1,stand
230.0,1420000000000.0,1.42e+18,0.04685974,0.002578735,-0.04046631,a,nexus4,nexus4_1,stand
231.0,1420000000000.0,1.42e+18,0.04472351,0.002578735,-0.041534424,a,nexus4,nexus4_1,stand
232.0,1420000000000.0,1.42e+18,0.04258728,0.000442505,-0.041534424,a,nexus4,nexus4_1,stand
233.0,1420000000000.0,1.42e+18,0.041519165,-0.004898071,-0.04260254,a,nexus4,nexus4_1,stand
234.0,1420000000000.0,1.42e+18,0.04045105,-0.008102417,-0.043670654,a,nexus4,nexus4_1,stand
235.0,1420000000000.0,1.42e+18,0.03831482,-0.009170532,-0.04260254,a,nexus4,nexus4_1,stand
236.0,1420000000000.0,1.42e+18,0.03617859,-0.010238647,-0.04473877,a,nexus4,nexus4_1,stand
237.0,1420000000000.0,1.42e+18,0.037246704,-0.010238647,-0.04473877,a,nexus4,nexus4_1,stand
238.0,1420000000000.0,1.42e+18,0.03617859,-0.011306763,-0.04260254,a,nexus4,nexus4_1,stand
239.0,1420000000000.0,1.42e+18,0.03617859,-0.013442993,-0.041534424,a,nexus4,nexus4_1,stand
240.0,1420000000000.0,1.42e+18,0.035110474,-0.012374878,-0.041534424,a,nexus4,nexus4_1,stand
241.0,1420000000000.0,1.42e+18,0.035110474,-0.010238647,-0.038330078,a,nexus4,nexus4_1,stand
242.0,1420000000000.0,1.42e+18,0.035110474,-0.010238647,-0.039398193,a,nexus4,nexus4_1,stand
243.0,1420000000000.0,1.42e+18,0.03404236,-0.008102417,-0.037261963,a,nexus4,nexus4_1,stand
245.0,1420000000000.0,1.42e+18,0.031906128,-0.008102417,-0.031921387,a,nexus4,nexus4_1,stand
244.0,1420000000000.0,1.42e+18,0.03404236,-0.008102417,-0.034057617,a,nexus4,nexus4_1,stand
246.0,1420000000000.0,1.42e+18,0.031906128,-0.007034302,-0.029785156,a,nexus4,nexus4_1,stand
247.0,1420000000000.0,1.42e+18,0.028701782,-0.004898071,-0.028717041,a,nexus4,nexus4_1,stand
248.0,1420000000000.0,1.42e+18,0.027633667,-0.004898071,-0.027648926,a,nexus4,nexus4_1,stand
