sample_id,Arrival_Time,Creation_Time,x,y,z,User,Model,Device,gt
22.0,1420000000000.0,1.42e+18,-5.9236755,0.6868744,8.03418,a,nexus4,nexus4_1,stand
23.0,1420000000000.0,1.42e+18,-5.902252,0.64878845,8.150818,a,nexus4,nexus4_1,stand
24.0,1420000000000.0,1.42e+18,-5.927246,0.671402,8.03537,a,nexus4,nexus4_1,stand
25.0,1420000000000.0,1.42e+18,-5.9284363,0.6464081,8.134155,a,nexus4,nexus4_1,stand
26.0,1420000000000.0,1.42e+18,-5.9760437,0.6963959,8.093689,a,nexus4,nexus4_1,stand
27.0,1420000000000.0,1.42e+18,-5.9498596,0.671402,8.135345,a,nexus4,nexus4_1,stand
28.0,1420000000000.0,1.42e+18,-5.95224,0.6678314,8.159149,a,nexus4,nexus4_1,stand
29.0,1420000000000.0,1.42e+18,-5.940338,0.6142731,8.093689,a,nexus4,nexus4_1,stand
30.0,1420000000000.0,1.42e+18,-5.934387,0.64164734,8.182953,a,nexus4,nexus4_1,stand
31.0,1420000000000.0,1.42e+18,-5.9355774,0.67497253,8.136536,a,nexus4,nexus4_1,stand
32.0,1420000000000.0,1.42e+18,-5.9224854,0.63331604,8.129395,a,nexus4,nexus4_1,stand
33.0,1420000000000.0,1.42e+18,-5.939148,0.588089,8.216278,a,nexus4,nexus4_1,stand
34.0,1420000000000.0,1.42e+18,-5.8915405,0.6464081,8.168671,a,nexus4,nexus4_1,stand
35.0,1420000000000.0,1.42e+18,-5.901062,0.68092346,8.119873,a,nexus4,nexus4_1,stand
36.0,1420000000000.0,1.42e+18,-5.901062,0.6690216,8.177002,a,nexus4,nexus4_1,stand
37.0,1420000000000.0,1.42e+18,-5.939148,0.7201996,8.144867,a,nexus4,nexus4_1,stand
38.0,1420000000000.0,1.42e+18,-5.9570007,0.7178192,8.147247,a,nexus4,nexus4_1,stand
39.0,1420000000000.0,1.42e+18,-5.9284363,0.70591736,8.129395,a,nexus4,nexus4_1,stand
40.0,1420000000000.0,1.42e+18,-5.95105,0.735672,8.150818,a,nexus4,nexus4_1,stand
41.0,1420000000000.0,1.42e+18,-5.934387,0.7773285,8.086548,a,nexus4,nexus4_1,stand
42.0,1420000000000.0,1.42e+18,-5.9617615,0.7428131,8.124634,a,nexus4,nexus4_1,stand
43.0,1420000000000.0,1.42e+18,-5.945099,0.78208923,8.060364,a,nexus4,nexus4_1,stand
44.0,1420000000000.0,1.42e+18,-5.9177246,0.8035126,8.107971,a,nexus4,nexus4_1,stand
45.0,1420000000000.0,1.42e+18,-5.9284363,0.84635925,8.080597,a,nexus4,nexus4_1,stand
46.0,1420000000000.0,1.42e+18,-6.0057983,0.81422424,8.124634,a,nexus4,nexus4_1,stand
47.0,1420000000000.0,1.42e+18,-5.970093,0.7178192,8.078217,a,nexus4,nexus4_1,stand
48.0,1420000000000.0,1.42e+18,-5.9367676,0.7618561,8.1805725,a,nexus4,nexus4_1,stand
49.0,1420000000000.0,1.42e+18,-5.9474792,0.7332916,8.157959,a,nexus4,nexus4_1,stand
50.0,1420000000000.0,1.42e+18,-5.902252,0.7440033,8.0972595,a,nexus4,nexus4_1,stand
51.0,1420000000000.0,1.42e+18,-5.9308167,0.70591736,8.107971,a,nexus4,nexus4_1,stand
52.0,1420000000000.0,1.42e+18,-5.9046326,0.66545105,8.0972595,a,nexus4,nexus4_1,stand
53.0,1420000000000.0,1.42e+18,-5.8915405,0.66426086,8.072266,a,nexus4,nexus4_1,stand
54.0,1420000000000.0,1.42e+18,-5.9165344,0.6928253,8.106781,a,nexus4,nexus4_1,stand
55.0,1420000000000.0,1.42e+18,-5.983185,0.68925476,8.16629,a,nexus4,nexus4_1,stand
56.0,1420000000000.0,1.42e+18,-5.907013,0.6595001,8.134155,a,nexus4,nexus4_1,stand
57.0,1420000000000.0,1.42e+18,-5.893921,0.684494,8.197235,a,nexus4,nexus4_1,stand
58.0,1420000000000.0,1.42e+18,-5.893921,0.6702118,8.171051,a,nexus4,nexus4_1,stand
59.0,1420000000000.0,1.42e+18,-5.908203,0.6868744,8.129395,a,nexus4,nexus4_1,stand
60.0,1420000000000.0,1.42e+18,-5.88678,0.6452179,8.130585,a,nexus4,nexus4_1,stand
61.0,1420000000000.0,1.42e+18,-5.8451233,0.6440277,8.172241,a,nexus4,nexus4_1,stand
62.0,1420000000000.0,1.42e+18,-5.8903503,0.65830994,8.179382,a,nexus4,nexus4_1,stand
63.0,1420000000000.0,1.42e+18,-5.8736877,0.6797333,8.134155,a,nexus4,nexus4_1,stand
64.0,1420000000000.0,1.42e+18,-5.88797,0.6130829,8.160339,a,nexus4,nexus4_1,stand
65.0,1420000000000.0,1.42e+18,-5.9284363,0.63093567,8.1163025,a,nexus4,nexus4_1,stand
66.0,1420000000000.0,1.42e+18,-5.902252,0.5619049,8.123444,a,nexus4,nexus4_1,stand
67.0,1420000000000.0,1.42e+18,-5.893921,0.57618713,8.16748,a,nexus4,nexus4_1,stand
68.0,1420000000000.0,1.42e+18,-5.8915405,0.5642853,8.113922,a,nexus4,nexus4_1,stand
69.0,1420000000000.0,1.42e+18,-5.9224854,0.57618713,8.157959,a,nexus4,nexus4_1,stand
70.0,1420000000000.0,1.42e+18,-5.9677124,0.5892792,8.134155,a,nexus4,nexus4_1,stand
71.0,1420000000000.0,1.42e+18,-5.88797,0.5630951,8.204376,a,nexus4,nexus4_1,stand
72.0,1420000000000.0,1.42e+18,-5.88678,0.63093567,8.191284,a,nexus4,nexus4_1,stand
73.0,1420000000000.0,1.42e+18,-5.9570007,0.5964203,8.154388,a,nexus4,nexus4_1,stand
74.0,1420000000000.0,1.42e+18,-5.912964,0.62260437,8.193665,a,nexus4,nexus4_1,stand
75.0,1420000000000.0,1.42e+18,-5.8915405,0.6190338,8.232941,a,nexus4,nexus4_1,stand
76.0,1420000000000.0,1.42e+18,-5.915344,0.6630707,8.188904,a,nexus4,nexus4_1,stand
77.0,1420000000000.0,1.42e+18,-5.940338,0.5952301,8.213898,a,nexus4,nexus4_1,stand
79.0,1420000000000.0,1.42e+18,-5.940338,0.64997864,8.138916,a,nexus4,nexus4_1,stand
78.0,1420000000000.0,1.42e+18,-5.9355774,0.65830994,8.113922,a,nexus4,nexus4_1,stand
80.0,1420000000000.0,1.42e+18,-5.9046326,0.6464081,8.16629,a,nexus4,nexus4_1,stand
81.0,1420000000000.0,1.42e+18,-5.918915,0.6773529,8.16391,a,nexus4,nexus4_1,stand
82.0,1420000000000.0,1.42e+18,-5.9034424,0.67497253,8.152008,a,nexus4,nexus4_1,stand
83.0,1420000000000.0,1.42e+18,-5.8903503,0.716629,8.140106,a,nexus4,nexus4_1,stand
84.0,1420000000000.0,1.42e+18,-5.8736877,0.684494,8.130585,a,nexus4,nexus4_1,stand
85.0,1420000000000.0,1.42e+18,-5.848694,0.68330383,8.142487,a,nexus4,nexus4_1,stand
86.0,1420000000000.0,1.42e+18,-5.8927307,0.671402,8.203186,a,nexus4,nexus4_1,stand
87.0,1420000000000.0,1.42e+18,-5.912964,0.70710754,8.130585,a,nexus4,nexus4_1,stand
88.0,1420000000000.0,1.42e+18,-5.88916,0.69044495,8.147247,a,nexus4,nexus4_1,stand
89.0,1420000000000.0,1.42e+18,-5.9224854,0.63926697,8.10083,a,nexus4,nexus4_1,stand
90.0,1420000000000.0,1.42e+18,-5.88678,0.7130585,8.137726,a,nexus4,nexus4_1,stand
91.0,1420000000000.0,1.42e+18,-5.918915,0.6773529,8.141296,a,nexus4,nexus4_1,stand
92.0,1420000000000.0,1.42e+18,-5.8903503,0.6547394,8.221039,a,nexus4,nexus4_1,stand
93.0,1420000000000.0,1.42e+18,-5.8534546,0.67378235,8.209137,a,nexus4,nexus4_1,stand
94.0,1420000000000.0,1.42e+18,-5.8022766,0.6595001,8.155579,a,nexus4,nexus4_1,stand
95.0,1420000000000.0,1.42e+18,-5.7641907,0.6178436,8.171051,a,nexus4,nexus4_1,stand
96.0,1420000000000.0,1.42e+18,-5.771332,0.6428375,8.196045,a,nexus4,nexus4_1,stand
97.0,1420000000000.0,1.42e+18,-5.8213196,0.6547394,8.174622,a,nexus4,nexus4_1,stand
98.0,1420000000000.0,1.42e+18,-5.7820435,0.63093567,8.140106,a,nexus4,nexus4_1,stand
99.0,1420000000000.0,1.42e+18,-5.8320313,0.6356964,8.192474,a,nexus4,nexus4_1,stand
100.0,1420000000000.0,1.42e+18,-5.836792,0.6035614,8.125824,a,nexus4,nexus4_1,stand
101.0,1420000000000.0,1.42e+18,-5.920105,0.6618805,8.150818,a,nexus4,nexus4_1,stand
102.0,1420000000000.0,1.42e+18,-5.8534546,0.620224,8.190094,a,nexus4,nexus4_1,stand
103.0,1420000000000.0,1.42e+18,-5.8082275,0.64997864,8.181763,a,nexus4,nexus4_1,stand
104.0,1420000000000.0,1.42e+18,-5.8237,0.6773529,8.1805725,a,nexus4,nexus4_1,stand
105.0,1420000000000.0,1.42e+18,-5.7998962,0.65830994,8.204376,a,nexus4,nexus4_1,stand
106.0,1420000000000.0,1.42e+18,-5.8344116,0.7118683,8.173431,a,nexus4,nexus4_1,stand
107.0,1420000000000.0,1.42e+18,-5.8522644,0.68211365,8.191284,a,nexus4,nexus4_1,stand
108.0,1420000000000.0,1.42e+18,-5.8141785,0.7082977,8.188904,a,nexus4,nexus4_1,stand
109.0,1420000000000.0,1.42e+18,-5.836792,0.7094879,8.201996,a,nexus4,nexus4_1,stand
110.0,1420000000000.0,1.42e+18,-5.842743,0.7130585,8.203186,a,nexus4,nexus4_1,stand
111.0,1420000000000.0,1.42e+18,-5.837982,0.73091125,8.152008,a,nexus4,nexus4_1,stand
112.0,1420000000000.0,1.42e+18,-5.830841,0.7201996,8.209137,a,nexus4,nexus4_1,stand
113.0,1420000000000.0,1.42e+18,-5.8534546,0.735672,8.171051,a,nexus4,nexus4_1,stand
114.0,1420000000000.0,1.42e+18,-5.882019,0.68092346,8.121063,a,nexus4,nexus4_1,stand
115.0,1420000000000.0,1.42e+18,-5.9093933,0.6928253,8.192474,a,nexus4,nexus4_1,stand
116.0,1420000000000.0,1.42e+18,-5.9248657,0.6606903,8.209137,a,nexus4,nexus4_1,stand
117.0,1420000000000.0,1.42e+18,-5.8582153,0.6702118,8.177002,a,nexus4,nexus4_1,stand
118.0,1420000000000.0,1.42e+18,-5.8724976,0.6880646,8.160339,a,nexus4,nexus4_1,stand
119.0,1420000000000.0,1.42e+18,-5.861786,0.64045715,8.29483,a,nexus4,nexus4_1,stand
120.0,1420000000000.0,1.42e+18,-5.848694,0.6618805,8.157959,a,nexus4,nexus4_1,stand
121.0,1420000000000.0,1.42e+18,-5.8403625,0.6511688,8.241272,a,nexus4,nexus4_1,stand
122.0,1420000000000.0,1.42e+18,-5.8594055,0.6595001,8.216278,a,nexus4,nexus4_1,stand
123.0,1420000000000.0,1.42e+18,-5.8022766,0.63331604,8.241272,a,nexus4,nexus4_1,stand
124.0,1420000000000.0,1.42e+18,-5.8129883,0.6761627,8.16629,a,nexus4,nexus4_1,stand
125.0,1420000000000.0,1.42e+18,-5.818939,0.68330383,8.253174,a,nexus4,nexus4_1,stand
126.0,1420000000000.0,1.42e+18,-5.8415527,0.7178192,8.197235,a,nexus4,nexus4_1,stand
127.0,1420000000000.0,1.42e+18,-5.8201294,0.68925476,8.29245,a,nexus4,nexus4_1,stand
128.0,1420000000000.0,1.42e+18,-5.7249146,0.6856842,8.234131,a,nexus4,nexus4_1,stand
129.0,1420000000000.0,1.42e+18,-5.7939453,0.7428131,8.260315,a,nexus4,nexus4_1,stand
130.0,1420000000000.0,1.42e+18,-5.7879944,0.6880646,8.22699,a,nexus4,nexus4_1,stand
131.0,1420000000000.0,1.42e+18,-5.786804,0.69163513,8.250793,a,nexus4,nexus4_1,stand
132.0,1420000000000.0,1.42e+18,-5.7630005,0.7178192,8.300781,a,nexus4,nexus4_1,stand
133.0,1420000000000.0,1.42e+18,-5.7689514,0.69758606,8.193665,a,nexus4,nexus4_1,stand
134.0,1420000000000.0,1.42e+18,-5.829651,0.6690216,8.284119,a,nexus4,nexus4_1,stand
135.0,1420000000000.0,1.42e+18,-5.8010864,0.68092346,8.22818,a,nexus4,nexus4_1,stand
136.0,1420000000000.0,1.42e+18,-5.722534,0.65830994,8.22937,a,nexus4,nexus4_1,stand
137.0,1420000000000.0,1.42e+18,-5.7618103,0.69163513,8.29007,a,nexus4,nexus4_1,stand
138.0,1420000000000.0,1.42e+18,-5.82251,0.7523346,8.219849,a,nexus4,nexus4_1,stand
139.0,1420000000000.0,1.42e+18,-5.7832336,0.7082977,8.304352,a,nexus4,nexus4_1,stand
140.0,1420000000000.0,1.42e+18,-5.765381,0.7047272,8.185333,a,nexus4,nexus4_1,stand
141.0,1420000000000.0,1.42e+18,-5.734436,0.73924255,8.237701,a,nexus4,nexus4_1,stand
142.0,1420000000000.0,1.42e+18,-5.733246,0.6678314,8.129395,a,nexus4,nexus4_1,stand
143.0,1420000000000.0,1.42e+18,-5.771332,0.7535248,8.241272,a,nexus4,nexus4_1,stand
144.0,1420000000000.0,1.42e+18,-5.7939453,0.7416229,8.243652,a,nexus4,nexus4_1,stand
145.0,1420000000000.0,1.42e+18,-5.811798,0.7130585,8.152008,a,nexus4,nexus4_1,stand
146.0,1420000000000.0,1.42e+18,-5.7951355,0.7523346,8.173431,a,nexus4,nexus4_1,stand
147.0,1420000000000.0,1.42e+18,-5.8141785,0.7606659,8.155579,a,nexus4,nexus4_1,stand
148.0,1420000000000.0,1.42e+18,-5.7820435,0.7606659,8.210327,a,nexus4,nexus4_1,stand
149.0,1420000000000.0,1.42e+18,-5.7772827,0.74757385,8.222229,a,nexus4,nexus4_1,stand
150.0,1420000000000.0,1.42e+18,-5.7951355,0.72377014,8.191284,a,nexus4,nexus4_1,stand
151.0,1420000000000.0,1.42e+18,-5.848694,0.7368622,8.149628,a,nexus4,nexus4_1,stand
152.0,1420000000000.0,1.42e+18,-5.7998962,0.7261505,8.144867,a,nexus4,nexus4_1,stand
153.0,1420000000000.0,1.42e+18,-5.8237,0.73924255,8.205566,a,nexus4,nexus4_1,stand
154.0,1420000000000.0,1.42e+18,-5.8403625,0.74757385,8.23056,a,nexus4,nexus4_1,stand
155.0,1420000000000.0,1.42e+18,-5.8594055,0.74757385,8.207947,a,nexus4,nexus4_1,stand
156.0,1420000000000.0,1.42e+18,-5.805847,0.7130585,8.22937,a,nexus4,nexus4_1,stand
157.0,1420000000000.0,1.42e+18,-5.8605957,0.75590515,8.215088,a,nexus4,nexus4_1,stand
158.0,1420000000000.0,1.42e+18,-5.8213196,0.7451935,8.206757,a,nexus4,nexus4_1,stand
159.0,1420000000000.0,1.42e+18,-5.7939453,0.7594757,8.22699,a,nexus4,nexus4_1,stand
160.0,1420000000000.0,1.42e+18,-5.772522,0.74638367,8.232941,a,nexus4,nexus4_1,stand
161.0,1420000000000.0,1.42e+18,-5.7879944,0.8177948,8.240082,a,nexus4,nexus4_1,stand
162.0,1420000000000.0,1.42e+18,-5.7749023,0.7594757,8.196045,a,nexus4,nexus4_1,stand
163.0,1420000000000.0,1.42e+18,-5.746338,0.7701874,8.1651,a,nexus4,nexus4_1,stand
164.0,1420000000000.0,1.42e+18,-5.7951355,0.8035126,8.240082,a,nexus4,nexus4_1,stand
165.0,1420000000000.0,1.42e+18,-5.746338,0.80589294,8.284119,a,nexus4,nexus4_1,stand
166.0,1420000000000.0,1.42e+18,-5.771332,0.8154144,8.204376,a,nexus4,nexus4_1,stand
167.0,1420000000000.0,1.42e+18,-5.786804,0.7689972,8.2258,a,nexus4,nexus4_1,stand
168.0,1420000000000.0,1.42e+18,-5.7558594,0.7416229,8.242462,a,nexus4,nexus4_1,stand
169.0,1420000000000.0,1.42e+18,-5.7308655,0.703537,8.269836,a,nexus4,nexus4_1,stand
170.0,1420000000000.0,1.42e+18,-5.7487183,0.78089905,8.224609,a,nexus4,nexus4_1,stand
171.0,1420000000000.0,1.42e+18,-5.765381,0.72257996,8.2638855,a,nexus4,nexus4_1,stand
172.0,1420000000000.0,1.42e+18,-5.7618103,0.7523346,8.223419,a,nexus4,nexus4_1,stand
173.0,1420000000000.0,1.42e+18,-5.7630005,0.74043274,8.315063,a,nexus4,nexus4_1,stand
174.0,1420000000000.0,1.42e+18,-5.7487183,0.75471497,8.232941,a,nexus4,nexus4_1,stand
175.0,1420000000000.0,1.42e+18,-5.7296753,0.72257996,8.209137,a,nexus4,nexus4_1,stand
176.0,1420000000000.0,1.42e+18,-5.7106323,0.73805237,8.271027,a,nexus4,nexus4_1,stand
177.0,1420000000000.0,1.42e+18,-5.7558594,0.7416229,8.181763,a,nexus4,nexus4_1,stand
178.0,1420000000000.0,1.42e+18,-5.7499084,0.7749481,8.310303,a,nexus4,nexus4_1,stand
179.0,1420000000000.0,1.42e+18,-5.7760925,0.7785187,8.288879,a,nexus4,nexus4_1,stand
180.0,1420000000000.0,1.42e+18,-5.7046814,0.78685,8.306732,a,nexus4,nexus4_1,stand
181.0,1420000000000.0,1.42e+18,-5.69635,0.7451935,8.2258,a,nexus4,nexus4_1,stand
182.0,1420000000000.0,1.42e+18,-5.753479,0.75471497,8.2638855,a,nexus4,nexus4_1,stand
183.0,1420000000000.0,1.42e+18,-5.733246,0.77256775,8.285309,a,nexus4,nexus4_1,stand
184.0,1420000000000.0,1.42e+18,-5.714203,0.7023468,8.250793,a,nexus4,nexus4_1,stand
185.0,1420000000000.0,1.42e+18,-5.735626,0.7582855,8.255554,a,nexus4,nexus4_1,stand
186.0,1420000000000.0,1.42e+18,-5.767761,0.7689972,8.272217,a,nexus4,nexus4_1,stand
187.0,1420000000000.0,1.42e+18,-5.7118225,0.78685,8.318634,a,nexus4,nexus4_1,stand
188.0,1420000000000.0,1.42e+18,-5.7689514,0.78089905,8.268646,a,nexus4,nexus4_1,stand
189.0,1420000000000.0,1.42e+18,-5.754669,0.7451935,8.273407,a,nexus4,nexus4_1,stand
190.0,1420000000000.0,1.42e+18,-5.7582397,0.79637146,8.324585,a,nexus4,nexus4_1,stand
191.0,1420000000000.0,1.42e+18,-5.7618103,0.8094635,8.315063,a,nexus4,nexus4_1,stand
192.0,1420000000000.0,1.42e+18,-5.7618103,0.77970886,8.272217,a,nexus4,nexus4_1,stand
193.0,1420000000000.0,1.42e+18,-5.7689514,0.80589294,8.262695,a,nexus4,nexus4_1,stand
194.0,1420000000000.0,1.42e+18,-5.7618103,0.8356476,8.223419,a,nexus4,nexus4_1,stand
195.0,1420000000000.0,1.42e+18,-5.735626,0.8570709,8.1651,a,nexus4,nexus4_1,stand
196.0,1420000000000.0,1.42e+18,-5.765381,0.818985,8.259125,a,nexus4,nexus4_1,stand
197.0,1420000000000.0,1.42e+18,-5.766571,0.8404083,8.304352,a,nexus4,nexus4_1,stand
198.0,1420000000000.0,1.42e+18,-5.7368164,0.8237457,8.254364,a,nexus4,nexus4_1,stand
199.0,1420000000000.0,1.42e+18,-5.773712,0.87016296,8.22937,a,nexus4,nexus4_1,stand
200.0,1420000000000.0,1.42e+18,-5.7296753,0.8427887,8.193665,a,nexus4,nexus4_1,stand
201.0,1420000000000.0,1.42e+18,-5.7261047,0.85469055,8.240082,a,nexus4,nexus4_1,stand
202.0,1420000000000.0,1.42e+18,-5.746338,0.8427887,8.2127075,a,nexus4,nexus4_1,stand
203.0,1420000000000.0,1.42e+18,-5.7261047,0.8761139,8.22699,a,nexus4,nexus4_1,stand
204.0,1420000000000.0,1.42e+18,-5.714203,0.8594513,8.177002,a,nexus4,nexus4_1,stand
205.0,1420000000000.0,1.42e+18,-5.715393,0.90467834,8.23056,a,nexus4,nexus4_1,stand
206.0,1420000000000.0,1.42e+18,-5.7641907,0.86302185,8.244843,a,nexus4,nexus4_1,stand
207.0,1420000000000.0,1.42e+18,-5.767761,0.8773041,8.182953,a,nexus4,nexus4_1,stand
208.0,1420000000000.0,1.42e+18,-5.6975403,0.83683777,8.210327,a,nexus4,nexus4_1,stand
209.0,1420000000000.0,1.42e+18,-5.7118225,0.8737335,8.16629,a,nexus4,nexus4_1,stand
210.0,1420000000000.0,1.42e+18,-5.721344,0.8273163,8.216278,a,nexus4,nexus4_1,stand
211.0,1420000000000.0,1.42e+18,-5.766571,0.83683777,8.256744,a,nexus4,nexus4_1,stand
212.0,1420000000000.0,1.42e+18,-5.7951355,0.8439789,8.216278,a,nexus4,nexus4_1,stand
213.0,1420000000000.0,1.42e+18,-5.7368164,0.8654022,8.218658,a,nexus4,nexus4_1,stand
214.0,1420000000000.0,1.42e+18,-5.817749,0.87135315,8.2127075,a,nexus4,nexus4_1,stand
215.0,1420000000000.0,1.42e+18,-5.767761,0.88087463,8.235321,a,nexus4,nexus4_1,stand
216.0,1420000000000.0,1.42e+18,-5.8141785,0.78923035,8.247223,a,nexus4,nexus4_1,stand
217.0,1420000000000.0,1.42e+18,-5.778473,0.80589294,8.216278,a,nexus4,nexus4_1,stand
218.0,1420000000000.0,1.42e+18,-5.771332,0.85588074,8.23056,a,nexus4,nexus4_1,stand
219.0,1420000000000.0,1.42e+18,-5.771332,0.832077,8.205566,a,nexus4,nexus4_1,stand
220.0,1420000000000.0,1.42e+18,-5.766571,0.83088684,8.286499,a,nexus4,nexus4_1,stand
221.0,1420000000000.0,1.42e+18,-5.766571,0.86421204,8.249603,a,nexus4,nexus4_1,stand
222.0,1420000000000.0,1.42e+18,-5.740387,0.83088684,8.268646,a,nexus4,nexus4_1,stand
223.0,1420000000000.0,1.42e+18,-5.69516,0.8665924,8.184143,a,nexus4,nexus4_1,stand
224.0,1420000000000.0,1.42e+18,-5.803467,0.87254333,8.223419,a,nexus4,nexus4_1,stand
225.0,1420000000000.0,1.42e+18,-5.767761,0.8903961,8.288879,a,nexus4,nexus4_1,stand
226.0,1420000000000.0,1.42e+18,-5.778473,0.8856354,8.303162,a,nexus4,nexus4_1,stand
227.0,1420000000000.0,1.42e+18,-5.7772827,0.8523102,8.259125,a,nexus4,nexus4_1,stand
228.0,1420000000000.0,1.42e+18,-5.786804,0.8987274,8.29364,a,nexus4,nexus4_1,stand
229.0,1420000000000.0,1.42e+18,-5.7939453,0.8404083,8.316254,a,nexus4,nexus4_1,stand
230.0,1420000000000.0,1.42e+18,-5.766571,0.85350037,8.257935,a,nexus4,nexus4_1,stand
231.0,1420000000000.0,1.42e+18,-5.7618103,0.8237457,8.22699,a,nexus4,nexus4_1,stand
232.0,1420000000000.0,1.42e+18,-5.8260803,0.87968445,8.268646,a,nexus4,nexus4_1,stand
233.0,1420000000000.0,1.42e+18,-5.785614,0.85350037,8.2317505,a,nexus4,nexus4_1,stand
234.0,1420000000000.0,1.42e+18,-5.7939453,0.8915863,8.321014,a,nexus4,nexus4_1,stand
235.0,1420000000000.0,1.42e+18,-5.8344116,0.85112,8.286499,a,nexus4,nexus4_1,stand
236.0,1420000000000.0,1.42e+18,-5.797516,0.82969666,8.237701,a,nexus4,nexus4_1,stand
237.0,1420000000000.0,1.42e+18,-5.8070374,0.8261261,8.248413,a,nexus4,nexus4_1,stand
238.0,1420000000000.0,1.42e+18,-5.817749,0.8665924,8.249603,a,nexus4,nexus4_1,stand
239.0,1420000000000.0,1.42e+18,-5.8213196,0.8761139,8.218658,a,nexus4,nexus4_1,stand
240.0,1420000000000.0,1.42e+18,-5.773712,0.86421204,8.253174,a,nexus4,nexus4_1,stand
241.0,1420000000000.0,1.42e+18,-5.772522,0.8820648,8.186523,a,nexus4,nexus4_1,stand
242.0,1420000000000.0,1.42e+18,-5.797516,0.9082489,8.248413,a,nexus4,nexus4_1,stand
243.0,1420000000000.0,1.42e+18,-5.740387,0.8773041,8.213898,a,nexus4,nexus4_1,stand
244.0,1420000000000.0,1.42e+18,-5.8237,0.85469055,8.2317505,a,nexus4,nexus4_1,stand
245.0,1420000000000.0,1.42e+18,-5.8153687,0.9082489,8.259125,a,nexus4,nexus4_1,stand
246.0,1420000000000.0,1.42e+18,-5.8272705,0.8915863,8.275787,a,nexus4,nexus4_1,stand
247.0,1420000000000.0,1.42e+18,-5.835602,0.93800354,8.216278,a,nexus4,nexus4_1,stand
248.0,1420000000000.0,1.42e+18,-5.8320313,0.9141998,8.147247,a,nexus4,nexus4_1,stand
249.0,1420000000000.0,1.42e+18,-5.803467,0.92134094,8.149628,a,nexus4,nexus4_1,stand
250.0,1420000000000.0,1.42e+18,-5.8332214,0.93562317,8.215088,a,nexus4,nexus4_1,stand
251.0,1420000000000.0,1.42e+18,-5.7939453,0.94395447,8.192474,a,nexus4,nexus4_1,stand
252.0,1420000000000.0,1.42e+18,-5.8582153,0.9403839,8.206757,a,nexus4,nexus4_1,stand
253.0,1420000000000.0,1.42e+18,-5.829651,0.96061707,8.315063,a,nexus4,nexus4_1,stand
255.0,1420000000000.0,1.42e+18,-5.7558594,0.84754944,8.2317505,a,nexus4,nexus4_1,stand
254.0,1420000000000.0,1.42e+18,-5.765381,0.90586853,8.284119,a,nexus4,nexus4_1,stand
256.0,1420000000000.0,1.42e+18,-5.753479,0.90467834,8.285309,a,nexus4,nexus4_1,stand
257.0,1420000000000.0,1.42e+18,-5.7320557,0.9177704,8.265076,a,nexus4,nexus4_1,stand
258.0,1420000000000.0,1.42e+18,-5.773712,0.8665924,8.261505,a,nexus4,nexus4_1,stand
259.0,1420000000000.0,1.42e+18,-5.735626,0.8927765,8.222229,a,nexus4,nexus4_1,stand
